character,x,y,meaning,pinying
嘴,49.83271718,84.68483352,mouth,zui3
嘻,24.88041844,87.27646504,"(interjection expressing surprise, grief etc)",xi1
嘿,30.38199215,93.50543272,hey,hei1
器,57.35359658,28.22021405,device,qi4
噪,29.89366384,92.71473622,variant of 噪[zao4],zao4
嚷,-42.19403057,64.77613811,to blurt out,rang3
嚼,50.46355681,83.99218336,to chew,jiao2
囊,-91.68372717,39.01775755,sack,nang2
囚,80.44280657,43.13557331,prisoner,qiu2
四,79.59654824,41.45188859,four,si4
回,77.80460491,42.20286598,variant of 迴|回[hui2],hui2
因,80.41755967,43.31645781,cause,yin1
团,81.96373559,45.71758829,dumpling,tuan2
园,81.47768114,41.38238154,land used for growing plants,yuan2
困,82.11063754,46.38578458,sleepy,kun4
围,84.32914552,41.6709159,to encircle,wei2
固,79.60580864,44.4123227,hard,gu4
国,82.21654817,43.15369276,country,guo2
图,82.97487331,44.91863994,diagram,tu2
圆,84.28213703,45.07668671,circle,yuan2
圈,83.68040274,41.11344386,circle,quan1
土,6.541415807,-7.964221866,earth,tu3
圣,30.25846543,15.27849216,holy,sheng4
在,3.896242401,-39.86587397,(located) at,zai4
地,6.883716949,-25.266417,earth,di4
圳,88.65729025,-0.468343571,furrow in field,zhen4
场,51.04183516,-39.44958967,variant of 場|场[chang3],chang3
圾,52.2019619,-49.08431006,see 垃圾[la1 ji1],ji1
址,38.03100048,-39.87769216,location,zhi3
均,33.25157253,-11.49325581,equal,jun1
坊,17.07300954,-45.14214403,workshop,fang2
坎,10.74169678,-35.84273795,old variant of 坎[kan3],kan3
坏,50.03470944,-26.25031823,bad,huai4
坐,5.726413471,-11.38154601,to sit,zuo4
坑,27.6894976,-51.05303691,variant of 坑[keng1],keng1
块,11.39374827,-31.86385299,lump (of earth),kuai4
坚,28.35729881,23.318364,strong,jian1
坛,19.68451603,-11.86423482,earthen jar,tan2
坝,62.32916645,-19.84453855,dam,ba4
坟,15.03548951,-35.3828746,grave,fen2
坠,28.00711213,23.1848024,to fall,zhui4
坡,16.90530254,-71.7377438,slope,po1
坦,62.59606876,-39.3028365,flat,tan3
坪,49.64363898,-25.85573941,a plain,ping2
垂,27.052367,18.41055195,to hang (down),chui2
垄,-48.99599278,-20.30401979,ridge between fields,long3
型,26.92235005,22.48431331,mold,xing2
垒,12.854219,-5.202596698,rampart,lei3
垮,-36.30040521,-67.83548573,to collapse,kua3
埃,17.26202963,-60.67085975,dust,ai1
埋,61.22271185,-33.21428098,to blame,man2
城,-18.43309269,32.9663645,city walls,cheng2
域,-18.08103232,32.96387673,field,yu4
培,-25.43255501,-53.58563252,to bank up with earth,pei2
基,-57.24060403,34.31765707,base,ji1
堂,11.90083873,-5.246685981,(main) hall,tang2
堆,40.29894911,-51.92247251,to pile up,dui1
堕,16.51842636,83.46795651,to fall,duo4
堡,14.21816154,-8.300290712,variant of 鋪|铺[pu4],pu4
堤,62.12185436,-32.57384682,variant of 堤[di1],di1
堪,-76.29282811,-23.13493916,to endure,kan1
堵,-30.54959234,-48.4373335,to stop up,du3
塌,60.20119618,-16.36453839,to collapse,ta1
塑,-34.49898868,51.72897452,to model (a figure) in clay,su4
塔,-35.44802187,-43.68679715,old variant of 塔[ta3],ta3
塘,-57.05595568,-51.70091744,dyke,tang2
塞,-89.31070575,-7.447934753,to stop up,se4
填,-52.6315814,-76.2459384,to fill or stuff,tian2
境,-72.97707252,-24.04359726,border,jing4
墓,-65.73806795,57.99458999,grave,mu4
墙,-52.02906226,-55.87424951,wall,qiang2
增,-18.5130337,-68.03380787,to increase,zeng1
墨,-28.13400011,79.64053048,ink stick,mo4
壁,-35.25396787,49.86580193,wall,bi4
壤,-41.58657521,65.68526839,soil,rang3
士,6.557294673,-7.952404615,member of the senior ministerial class (old),shi4
壮,18.85070906,62.84342776,to strengthen,zhuang4
声,-87.82860183,-20.39953679,sound,sheng1
壳,-79.65518987,19.99458768,shell,qiao4
壶,-85.24695391,-17.77808987,pot,hu2
处,1.156151061,13.55188947,place,chu4
备,-65.26898958,-21.88603709,to prepare,bei4
复,-81.05120525,20.24269131,variant of 復|复[fu4],fu4
夏,-24.48145366,72.41957904,summer,xia4
夕,-28.55453384,-4.261690489,dusk,xi1
外,17.22768902,22.82652182,outside,wai4
多,-53.92791228,-3.671731712,many,duo1
夜,-78.90211039,-8.788400536,night,ye4
够,-22.32703276,45.83951289,enough (sufficient),gou4
大,-8.212628628,6.602132705,see 大夫[dai4 fu5],dai4
天,36.31605126,3.744945438,day,tian1
太,-8.295568749,6.636215755,highest,tai4
夫,-10.42121421,13.50628078,"(classical) this, that",fu2
央,-14.30667461,9.932698606,center,yang1
失,-15.94583616,8.8699488,to lose,shi1
头,-13.05669736,1.405666949,suffix for nouns,tou5
夷,-84.61605084,-16.35546837,"non-Han people, esp. to the East of China",yi2
夸,-35.55903336,-13.9635785,to boast,kua1
夹,-13.45497122,9.642198376,variant of 夾|夹[jia2],jia2
夺,-31.15046513,-4.918587102,to seize,duo2
奇,-83.22875791,-29.34836945,strange,qi2
奈,-84.9524673,0.421302743,how can one help,nai4
奉,-72.82507405,16.74772677,to offer (tribute),feng4
奋,-41.73275657,22.18980754,to exert oneself (bound form),fen4
奎,-56.49206541,-4.956990894,crotch,kui2
奏,-78.81393246,16.16083034,to play music,zou4
契,-63.4308397,25.56197232,to carve,qi4
奔,-71.81178724,-9.636702724,variant of 奔[ben1],ben1
奖,-52.33976025,4.511631978,prize,jiang3
套,-69.65628177,-20.54424979,to cover,tao4
奠,-94.91166104,6.224608368,to fix,dian4
奥,-73.25078748,40.49597903,obscure,ao4
女,-6.126840792,0.516645728,archaic variant of 汝[ru3],ru3
奴,29.12817094,38.47381289,slave,nu2
奶,32.56001337,35.3610492,mother,nai3
奸,28.62512552,44.72091998,to fornicate,jian1
她,33.77713155,41.0870195,she,ta1
好,28.7862737,44.30913845,to be fond of,hao4
如,70.38213486,18.88857703,as,ru2
妄,-35.77833524,-12.70504362,absurd,wang4
妆,5.75991249,37.17639966,variant of 妝|妆[zhuang1],zhuang1
妇,84.29807718,29.3485913,old variant of 婦|妇[fu4],fu4
妈,33.058182,-3.058070406,ma,ma1
妓,31.65004763,39.05355579,prostitute,ji4
妖,31.13625576,39.63963962,goblin,yao1
妙,32.26282441,40.04460323,variant of 妙[miao4],miao4
妥,22.21850154,14.06873804,suitable,tuo3
妨,31.89539641,37.50161482,to hinder,fang2
妮,44.80968633,53.92907755,girl,ni1
妹,29.00860697,68.48924966,younger sister,mei4
妻,-71.4117027,52.24389367,to marry off (a daughter),qi4
姆,46.03069404,53.10195719,woman who looks after small children,mu3
姊,30.50373489,41.69159209,older sister,zi3
始,34.6701681,36.56170271,to begin,shi3
姐,64.74391135,-63.52534702,older sister,jie3
姑,33.88883215,38.08937267,paternal aunt,gu1
姓,33.47478555,41.34730655,family name,xing4
委,51.46132908,36.75926922,to entrust,wei3
姚,39.06087636,53.18075844,handsome,yao2
姜,-52.62384753,28.78797877,ginger,jiang1
姥,33.70538988,45.42249097,governess,mu3
姨,-45.49965516,36.47095256,mother's sister,yi2
姬,44.76190349,52.80847165,woman,ji1
姻,50.49895218,51.07504245,variant of 姻[yin1],yin1
姿,-81.24004773,-5.387429623,beauty,zi1
威,-16.0639036,32.71053377,power,wei1
娃,33.34410984,45.13460484,baby,wa2
娇,26.86590066,37.14473542,lovable,jiao1
娘,37.27633367,46.56690165,variant of 娘[niang2],niang2
娜,40.49857294,53.56875279,elegant,nuo2
娱,47.17889226,52.96860145,to amuse,yu2
娶,-24.52297435,50.03416925,to take a wife,qu3
婆,-66.54433436,48.50635788,grandmother,po2
婉,37.8568286,49.96848929,graceful,wan3
婚,49.71075123,48.16884672,to marry,hun1
婴,50.68929743,37.62930147,infant,ying1
婿,44.15814564,49.79644669,son-in-law,xu4
媒,-46.15713795,14.52359826,medium,mei2
媚,50.59584274,51.16915255,flatter,mei4
媳,37.15856482,47.69882797,daughter-in-law,xi2
嫁,37.82470838,49.91900646,(of a woman) to marry,jia4
嫂,49.69155658,48.2367909,older brother's wife,sao3
嫌,41.15827227,49.87627369,to dislike,xian2
嫣,44.09787345,49.68814263,captivating,yan1
嫩,-9.967228584,37.35152703,old variant of 嫩[nen4],nen4
子,34.65186323,8.770002865,(noun suffix),zi5
孔,11.98133917,10.82214674,hole,kong3
孕,-55.83598219,21.92054176,pregnant,yun4
字,-40.30295062,-18.31976116,letter,zi4
存,-37.84753196,-18.2406243,to exist,cun2
孙,28.45694925,-30.01096169,grandson,sun1
孝,-57.43877366,-26.42304799,filial piety or obedience,xiao4
孟,64.39506932,-7.422533037,first month of a season,meng4
季,-29.60449146,20.87755121,season,ji4
孤,33.78276722,-64.81309905,lone,gu1
学,-31.04649517,16.48527224,to learn,xue2
孩,-49.97738915,-61.62417886,child,hai2
宁,-30.6610449,2.699945222,variant of 寧|宁[ning2],ning2
它,-33.62754047,-5.347888105,it,ta1
宅,-41.07591002,-16.44952081,residence,zhai2
宇,-40.99122113,-17.58486741,room,yu3
守,-30.79439306,0.783238426,to guard,shou3
安,-31.8760902,0.082774095,content,an1
宋,-33.94939749,6.026435498,surname Song,Song4
完,-41.97027003,-27.77140135,to finish,wan2
宏,-24.47918138,-7.753337443,great,hong2
宗,-41.2028339,2.815211763,school,zong1
官,-38.60755859,-41.54520416,government official,guan1
宙,-94.47818203,-21.41046618,eternity,zhou4
定,-42.12286839,-17.57083729,to set,ding4
宛,-76.040483,-3.598451261,winding,wan3
宜,-48.78003568,-22.62984931,proper,yi2
宝,-42.89575912,-16.87685992,jewel,bao3
实,-33.3857502,-0.973417935,real,shi2
宠,-76.08715596,-2.533781676,to love,chong3
审,-61.28059602,-12.50949207,to examine,shen3
客,-96.09040655,-16.0719495,customer,ke4
宣,-96.22439484,-5.789450662,to declare (publicly),xuan1
室,-48.88914687,-21.20947607,room,shi4
宪,-43.67103689,-12.41271177,statute,xian4
宫,-92.50690611,-16.10758189,palace,gong1
宰,-57.82315827,-12.24712394,to slaughter livestock,zai3
害,-89.13077911,-0.891077752,to do harm to,hai4
宴,-81.45964633,21.21738594,variant of 宴[yan4],yan4
宵,-83.13663981,-25.1723833,night,xiao1
家,-76.56559496,-18.13458138,home,jia1
容,-96.47268042,-16.24527837,to hold,rong2
宽,-78.84395519,-28.30247804,lenient,kuan1
宾,-79.01947238,-15.09059161,visitor,bin1
宿,-55.49805694,40.68847277,constellation,xiu4
寂,-62.89792009,-0.518142651,silent,ji4
寄,-53.5205991,49.47191131,to send,ji4
密,-68.6560634,48.27067258,secret,mi4
富,-69.15046599,55.68622425,rich,fu4
寒,-64.47099675,35.14140265,cold,han2
寓,-60.06720783,55.63873924,variant of 寓[yu4],yu4
寞,-66.50837778,52.38386106,lonesome,mo4
察,-58.46307581,50.52508626,variant of 察[cha2],cha2
寡,-46.89749408,59.96785313,few,gua3
寥,-46.36634102,59.39161355,empty,liao2
寨,-59.20030411,52.19767773,variant of 寨[zhai4],zhai4
寸,-5.191132715,1.45287566,a unit of length,cun4
对,13.53365519,32.21400515,right,dui4
寺,-37.46380118,-14.23554227,Buddhist temple,si4
寻,43.23431319,13.79879792,to search,xun2
导,55.83009861,33.80423645,to transmit,dao3
寿,-86.83927479,-21.32642724,long life,shou4
封,9.795708998,31.46745738,to confer,feng1
射,12.42015729,33.17656337,to shoot,she4
将,10.94627038,26.81105874,to desire,qiang1
尊,-82.60534893,12.43015728,senior,zun1
小,-23.9084278,14.07349143,small,xiao3
少,-19.58493925,11.5301688,young,shao4
尔,-21.84267295,13.04496585,thus,er3
尖,-13.66422761,6.381915438,point (of needle),jian1
尘,5.786197041,-11.34163834,dust,chen2
尚,17.26149101,14.40775737,still,shang4
尝,-41.77331835,-51.07685407,old variant of 嘗|尝[chang2],chang2
尤,-8.483203026,3.742897991,outstanding,you2
就,-2.72829619,47.76903889,at once,jiu4
尸,41.37085638,1.411590888,corpse,shi1
尹,58.29200355,5.865088688,to administer,yin3
尺,38.82667248,1.282578439,a Chinese foot,chi3
尼,58.01394769,-4.039818765,Buddhist nun,ni2
尽,56.41741346,-0.509976213,to use up,jin4
尾,46.69769687,23.24792464,horse's tail,yi3
尿,58.67900872,21.97036866,see 尿[niao4],sui1
局,61.58569416,21.41601069,office,ju2
屁,61.02893151,21.38314456,fart,pi4
层,47.37745289,24.8523891,layer,ceng2
居,59.34923059,25.35659789,to reside,ju1
屈,60.12337408,21.47857663,bent,qu1
届,58.18064931,27.37937734,to arrive at (place or time),jie4
屋,46.86699643,23.7500398,house,wu1
屏,42.59413479,28.11542394,(standing) screen,ping2
屑,43.15788499,28.07268906,bits,xie4
展,49.01209064,24.01529506,to spread out,zhan3
属,-41.69709382,58.66066491,to join together,zhu3
屠,-79.2956011,53.53333976,to slaughter (animals for food),tu2
履,-43.95067533,57.44148176,shoe,lu:3
屯,-43.09511475,-15.08568759,difficult,zhun1
山,-35.90600263,13.73149325,mountain,shan1
岁,-25.10913775,2.513108925,classifier for years (of age),sui4
岂,-27.90554774,26.5203336,how? (emphatic question),qi3
岗,17.38264867,14.28635644,mound,gang3
岛,-69.84280923,-3.976695273,island,dao3
岩,-28.16797361,25.66627751,variant of 巖|岩[yan2],yan2
岭,6.999873015,46.28248706,mountain range,ling3
岳,20.03679689,-41.57145285,high mountain,yue4
岸,15.59521652,15.60230372,bank,an4
峡,8.835296168,45.86452838,gorge,xia2
峰,19.59261113,-18.59633325,(of a mountain) high and tapered peak or summit,feng1
峻,6.662159791,45.18552856,(of mountains) high,jun4
崇,-54.81428632,23.50239394,high,chong2
崔,11.5839128,-6.260529856,high mountain,cui1
崖,-33.00260212,49.35776836,precipice,ya2
崭,-4.370824155,21.62000654,high,zhan3
嵌,-5.637612734,31.47161368,to inlay,qian4
嵩,-19.74181082,86.4134729,lofty,song1
川,-23.35969205,14.93419785,river,chuan1
州,70.03883276,18.68080855,prefecture,zhou1
巡,30.88491034,-101.8758863,variant of 巡[xun2],xun2
工,21.78883644,-1.541202885,work,gong1
左,5.216374947,-16.78443159,left,zuo3
巧,47.78171195,-33.72682919,opportunely,qiao3
巨,64.38036936,-7.421522716,very large,ju4
巩,24.23110215,-44.84694851,secure,gong3
差,-12.26659576,-11.80362983,to send,chai1
己,37.50724748,20.89177632,self,ji3
已,24.13880482,-3.413592653,already,yi3
巴,33.50116765,21.30372299,to long for,ba1
巷,-35.25244296,-15.10629507,lane,xiang4
巾,-20.81709711,14.76355446,towel,jin1
币,-3.886959293,-7.265356467,money,bi4
市,-33.49528563,11.59972842,market,shi4
布,-33.23969992,-4.041777801,cloth,bu4
帅,42.06906413,61.43040347,handsome,shuai4
师,21.21078011,21.20574348,teacher,shi1
希,1.196806854,46.90016202,to hope,xi1
帐,21.64075374,41.6158573,covering veil,zhang4
帕,75.1813515,-52.13563172,to wrap,pa4
帘,-61.51348076,-11.2562533,hanging screen or curtain,lian2
帜,32.51753035,-38.80821038,flag,zhi4
帝,-63.67202306,-15.39496967,emperor,di4
带,-72.38945166,13.45185868,band,dai4
席,-78.38999156,7.152284888,variant of 席[xi2],xi2
帮,-51.46079413,16.37818346,to help,bang1
常,-61.12816343,60.33912034,always,chang2
帽,73.04405999,-33.31858443,hat,mao4
幅,70.96957211,-32.47631068,width,fu2
幕,-52.84117153,75.4902696,old variant of 幕[mu4],mu4
幢,-58.22533695,-64.88573395,classifier for buildings,zhuang4
干,37.1462041,9.801505934,tree trunk,gan4
平,40.43132546,9.794024606,flat,ping2
年,-34.86576361,4.254726927,grain,nian2
并,-4.054660725,-0.752164928,variant of 並|并[bing4],bing4
幸,-59.03998019,-13.33223715,fortunate,xing4
幻,72.7659913,24.72408909,fantasy,huan4
幼,78.92744378,13.20289658,young,you4
幽,84.48026591,48.89547681,remote,you1
广,-26.14552006,-4.040463885,wide,guang3
庄,-84.99609565,9.108089038,farmstead,zhuang1
庆,-24.60788364,-3.861766518,to celebrate,qing4
床,-73.59018893,1.540243184,variant of 床[chuang2],chuang2
序,-66.35285416,32.80050745,order,xu4
庐,-88.10850374,-20.24086908,hut,lu2
库,-54.49042591,-16.30191836,warehouse,ku4
应,-47.36031691,-18.31033905,to answer,ying4
底,-84.10468061,8.929170734,background,di3
店,-80.72046517,-45.37066352,inn,dian4
庙,-41.98904976,10.27181933,temple,miao4
府,-72.99709104,-0.822016169,seat of government,fu3
庞,-74.10029984,2.241590274,huge,pang2
废,-74.3760937,2.739914546,variant of 廢|废[fei4],fei4
度,-82.80330786,7.078277722,to estimate,duo2
座,-47.57920081,-18.58226676,seat,zuo4
庭,-83.78589022,9.585972323,main hall,ting2
康,-67.81087245,31.88405706,healthy,kang1
庸,-79.93084379,1.985322744,ordinary,yong1
廉,-65.81174162,61.8882769,incorruptible,lian2
廊,-79.84918436,0.298886564,corridor,lang2
延,40.66788142,-93.12762958,to prolong,yan2
廷,40.63331229,-93.16385141,palace courtyard,ting2
建,-66.83752244,-65.16407402,to establish,jian4
廿,-11.42084507,-3.005957551,"twenty (20), in a limited number of set expressions",nian4
开,-1.195480959,4.854917945,to open,kai1
异,51.31626084,30.94604701,different,yi4
弃,-31.7660315,-2.578203123,to abandon,qi4
弄,51.06213996,30.31266514,variant of 弄[long4],long4
弊,-20.85486031,38.14857417,detriment,bi4
式,3.236570232,0.655728978,type,shi4
弓,59.4249506,6.531708883,a bow (weapon),gong1
引,55.42088565,4.351343668,to draw (e.g. a bow),yin3
弗,-38.62976155,-13.54108984,not,fu2
弟,-55.68734255,17.29776082,variant of 悌[ti4],ti4
张,18.4172823,58.10549147,to open up,zhang1
弥,15.42461897,20.57040025,brimming or overflowing,mi2
弦,23.34480176,72.68326136,bow string,xian2
弯,-70.98420787,49.22054014,to bend,wan1
弱,65.08892178,36.2652947,weak,ruo4
弹,15.74537585,18.72263748,to pluck (a string),tan2
强,45.54153668,32.94467565,variant of 強|强[qiang3],qiang3
归,84.29124598,29.35593385,to return,gui1
当,-28.39917203,25.00553011,at or in the very same...,dang4
录,38.96896926,12.14162814,diary,lu4
形,43.73786973,8.977792176,to appear,xing2
彦,-59.08884586,0.177489102,accomplished,yan4
彩,-17.39512314,40.80491881,(bright) color,cai3
彪,-9.734609832,51.50673905,tiger stripes,biao1
彬,-23.40855886,6.63796499,ornamental,bin1
彭,-76.50759708,-13.01461414,surname Peng,Peng2
彰,-16.20584326,40.67093624,clear,zhang1
影,-17.88547069,41.68873486,picture,ying3
役,49.12367467,-49.56255025,forced labor,yi4
彻,82.56090922,15.2035347,thorough,che4
彼,16.72711665,-71.60944809,that,bi3
往,3.65267484,-39.54036819,old variant of 往[wang3],wang3
征,56.61294838,-37.22168831,to invite,zheng1
径,54.16866253,-31.50753263,footpath,jing4
待,-38.7390859,-72.93460403,to wait,dai4
很,57.79798145,-54.97423457,(adverb of degree),hen3
律,-89.79551094,-30.0807149,law,lu:4
後,13.22023913,-63.82493226,,
徐,-43.37955647,-34.21020814,slowly,xu2
徒,-15.2946208,-44.09534862,disciple,tu2
得,-56.43088559,27.17003132,to have to,dei3
御,97.14910779,8.595490864,to defend,yu4
循,-57.93817386,-51.02765582,to follow,xun2
微,-16.21345,-56.29497438,tiny,wei1
德,-87.34169069,-28.66123634,variant of 德[de2],de2
徽,-17.93612303,-52.86876847,badge,hui1
心,-11.38029084,23.9740103,heart,xin1
必,-11.39489941,23.99828845,certainly,bi4
忆,43.08749395,-25.15479211,to recollect,yi4
忌,24.66695293,8.149426534,to be jealous of,ji4
忍,25.24671508,6.635904862,to bear,ren3
志,-29.68280324,30.84948621,sign,zhi4
忘,-29.74695885,31.51730122,to forget,wang4
忙,11.68204848,-41.59573376,busy,mang2
忠,-27.59817311,-11.16987425,loyal,zhong1
忧,-8.150403873,-54.97032697,to worry,you1
快,11.28585742,-32.31741015,rapid,kuai4
念,-34.94407103,30.8836263,to read,nian4
忽,-34.62880877,33.36459102,to neglect,hu1
怀,51.41832516,-26.16358069,bosom,huai2
态,-29.78218991,31.74950594,(bound form),tai4
怎,-27.66111864,-13.35977844,how,zen3
怒,-33.52421825,35.93070889,anger,nu4
怔,56.38901114,-37.3574103,stumped for words,zheng4
怕,74.8662181,-46.34281181,to be afraid,pa4
怖,-16.72308043,-70.05747863,terror,bu4
怜,-44.45341394,-36.01725166,to pity,lian2
思,27.86762041,6.167296962,to think,si1
急,-82.29556492,-20.44191603,urgent,ji2
性,36.24865744,-36.06372808,nature,xing4
怨,-34.07303325,36.24711366,to blame,yuan4
怪,53.62998322,-31.1572665,variant of 怪[guai4],guai4
怯,11.06431607,-33.32527547,timid,qie4
总,-32.18147958,39.01411793,always,zong3
恋,-28.80584244,-11.26618517,to feel attached to,lian4
恍,9.791549534,-37.74543637,disappointed,huang3
恐,24.75239418,6.142933863,afraid,kong3
恒,54.25256434,-57.67936179,variant of 恆|恒[heng2],heng2
恢,14.13778482,-35.97459409,to restore,hui1
恨,57.70377525,-54.83103537,to hate,hen4
恩,-32.14494389,39.81840184,favor,en1
恭,-34.64719075,-16.37127587,respectful,gong1
息,-76.88905145,-22.44911259,breath,xi1
恰,8.72707265,-68.68317076,exactly,qia4
恳,24.94308493,5.340253111,earnest,ken3
恶,26.03964304,7.359022804,to hate,wu4
恼,-17.470629,-69.2514596,to get angry,nao3
悄,-30.87856997,-35.67095569,quiet,qiao3
悉,23.02577526,5.833106684,in all cases,xi1
悔,-32.11879873,-69.73919893,to regret,hui3
悟,49.96388945,-74.13362989,to comprehend,wu4
悠,-32.87849967,34.63747551,long or drawn out,you1
患,-65.60668328,33.37174648,to suffer (from illness),huan4
悦,0.237399401,-62.43190666,pleased,yue4
您,-34.16869769,33.70915068,"you (courteous, as opposed to informal 你[ni3])",nin2
悬,28.55357271,2.12461428,to hang or suspend,xuan2
悲,-35.75332921,33.50606062,sad,bei1
悼,-64.50576228,-52.62450489,to mourn,dao4
情,-52.31842683,-57.00993197,feeling,qing2
惊,-35.09360143,-63.31554746,to start,jing1
惑,-30.46232846,-13.20343263,to confuse,huo4
惜,-34.13375587,-50.55930919,to cherish,xi1
惟,40.00124393,-52.53435526,-ism,wei2
惠,-64.62873098,57.40967182,favor,hui4
惧,66.63723215,-39.72009842,to fear,ju4
惨,13.47249021,-7.632090752,miserable,can3
惩,-34.40932187,37.1159748,to punish,cheng2
惯,66.93476919,-40.43998077,accustomed to,guan4
想,-35.92653634,36.65688249,to think,xiang3
惶,-66.87687061,-59.58308405,frightened,huang2
惹,-76.92417709,7.702070321,to provoke,re3
愁,-29.85422044,36.64550108,to worry about,chou2
愈,-29.57565459,39.81478889,variant of 愈[yu4],yu4
愉,-11.53823622,-59.79515242,pleased,yu2
意,-52.24415505,49.04779508,idea,yi4
愚,-29.76790178,43.11020639,to be stupid,yu2
感,-5.007539902,46.41008979,to feel,gan3
愣,-45.75863037,-38.22545777,to look distracted,leng4
愤,-37.63675588,-45.1941133,indignant,fen4
愧,-50.60589242,-39.03493531,ashamed,kui4
愿,-42.26206593,57.3022702,to hope,yuan4
慈,-30.36807846,-13.53631933,compassionate,ci2
慌,-47.6603387,-42.17097511,to get panicky,huang1
慎,-51.65244035,-77.5842133,old variant of 慎[shen4],shen4
慕,-52.80789954,75.7234688,to admire,mu4
慢,-20.39753358,-17.73977366,slow,man4
慧,-51.84805575,76.54444839,intelligent,hui4
慨,36.87147034,-77.6028867,indignant,kai3
慰,-29.27311146,41.42411452,to comfort,wei4
慷,-56.17990332,-51.65677906,generous,kang1
憋,-29.55153133,36.76244466,to choke,bie1
憾,-20.32592318,-60.34234013,regret (sense of loss or dissatisfaction),han4
懂,-44.81085759,79.70580103,to understand,dong3
懒,-19.40334537,-61.45698045,lazy,lan3
戈,-11.32906487,3.898739708,spear,ge1
戏,2.777589633,16.21577664,trick,xi4
成,0.516430014,28.75823945,to succeed,cheng2
我,3.425959018,17.48143146,I,wo3
戒,-2.179247252,23.21054508,to guard against,jie4
或,-2.499411509,23.03243032,maybe,huo4
战,1.3508274,31.91852529,to fight,zhan4
戚,-5.848104911,48.99424851,relative,qi1
截,-46.79390344,7.830616247,to cut off (a length),jie2
戴,-10.29988977,44.44181876,"to put on or wear (glasses, hat, gloves etc)",dai4
户,-25.00848353,-3.758365847,a household,hu4
房,45.4643677,22.6336765,house,fang2
所,19.52293516,34.53268241,actually,suo3
扁,-61.28276729,34.51609317,small boat,pian1
扇,-64.78023346,63.17890319,fan,shan4
手,-40.04760717,-19.04050898,hand,shou3
才,2.899831102,-28.22406416,a moment ago,cai2
扎,10.6449992,2.324047598,to tie,za1
扑,32.87190845,-44.30735299,to throw oneself at,pu1
扒,34.03043103,-55.77612926,to rake up,pa2
打,38.97456518,-25.14912532,to beat,da3
扔,48.51225051,-40.31019775,to throw,reng1
托,34.94000552,-46.28368578,to trust,tuo1
扛,39.91769077,-34.7479415,old variant of 扛[gang1],gang1
扣,68.30619994,-51.8549776,button,kou4
执,32.5342457,-46.73700819,to execute (a plan),zhi2
扩,33.36861822,-55.18601105,enlarge,kuo4
扫,66.21933242,-52.92776332,broom,sao4
扬,48.10952567,-42.9298787,variant of 揚|扬[yang2],yang2
扭,49.39567588,-69.3396175,to turn,niu3
扮,18.6703398,-46.89925096,to disguise oneself as,ban4
扯,38.66764422,-38.78500755,variant of 扯[che3],che3
扰,34.37018971,-48.0461204,to disturb,rao3
扶,22.77706563,-48.26362631,to support with the hand,fu2
批,35.86321503,-59.33600456,to ascertain,pi1
找,34.35734066,-47.2920415,to try to find,zhao3
承,40.59328131,7.448634215,to bear,cheng2
技,23.36512078,-49.57485653,skill,ji4
抄,29.68303052,-45.4526807,to make a copy,chao1
把,46.56203972,-59.94453443,handle,ba4
抑,40.19842771,-61.4195967,to restrain,yi4
抒,43.74212447,-32.72009881,to express,shu1
抓,33.84149617,-65.338318,to grab,zhua1
投,48.93639495,-49.60712549,to cast,tou2
抖,17.08340228,-50.0392569,to tremble,dou3
抗,28.32551916,-51.48194582,to resist,kang4
折,34.47957513,-56.44047878,variant of 折[zhe2],zhe2
抚,36.74643963,-47.14730537,to comfort,fu3
抛,33.2017935,-69.75981161,to throw,pao1
抢,29.33559826,-58.800503,to fight over,qiang3
护,40.6167376,-57.88151301,to protect,hu4
报,53.06585047,-51.3650498,to announce,bao4
披,18.57452367,-70.40667452,to drape over one's shoulders,pi1
抬,9.361622113,-68.28047396,to lift,tai2
抱,25.54380105,-56.3390371,to hold,bao4
抵,35.72963178,-58.98745717,to press against,di3
抹,25.8049992,-24.91797876,to plaster,mo4
押,42.86638608,-63.07391108,to mortgage,ya1
抽,38.85560846,-61.7755023,to draw out,chou1
拂,-24.89286115,-66.14731962,to brush away,fu2
担,52.37026951,-54.71677385,"picul (100 catties, 50 kg)",dan4
拆,34.91065331,-56.66353725,to tear open,chai1
拉,13.09488951,-43.66484161,to pull,la1
拍,75.57261941,-46.57996313,to pat,pai1
拐,47.54104417,-61.20347422,to turn (a corner etc),guai3
拒,61.6667031,-62.84088326,to resist,ju4
拓,64.77909119,-55.34008963,to expand,tuo4
拔,47.05617686,-49.84141277,to pull up,ba2
拖,26.26492023,-57.55196913,to drag,tuo1
拘,26.28510121,-56.17826927,to capture,ju1
拚,18.970122,-52.43624362,variant of 拼[pin1],pin1
招,64.79998239,-55.31688411,to recruit,zhao1
拜,34.65052925,-22.14376254,to pay respect,bai4
拟,33.94252968,-66.16906752,to plan to,ni3
拢,28.62264554,-62.49805739,to gather together,long3
拣,-35.59109073,-62.0226652,to choose,jian3
拥,41.43604745,-63.30172165,to hold,yong1
拦,20.97845572,-40.82444272,to block sb's path,lan2
拨,15.74166809,-65.52386135,"to push aside with the hand, foot, a stick etc",bo1
择,65.86433268,-29.90627366,to select,ze2
括,10.51385982,-67.21365499,to enclose,kuo4
拱,17.2728757,-52.68071644,to cup one's hands in salute,gong3
