character,x,y,meaning,pinying
狂,42.10975483,-17.04856343,mad,kuang2
狄,6.977130753,20.23628117,low ranking public official (old),di2
狐,8.292612326,24.77127103,fox,hu2
狗,28.13080916,-8.362178327,dog,gou3
狠,76.25456045,-24.95397066,fierce,hen3
独,18.05981295,-26.79009361,alone,du2
狭,6.539243418,21.41067134,old variant of 狹|狭[xia2],xia2
狮,80.8056044,-33.77415794,lion,shi1
狱,11.82155707,-19.76995956,prison,yu4
狼,4.992796503,25.86961787,wolf,lang2
猎,-30.74907405,-51.59364325,hunting,lie4
猛,33.84917353,-92.30407553,ferocious,meng3
猜,-66.58987555,68.18624657,to guess,cai1
猪,-30.51323796,-51.65057414,hog,zhu1
猫,-2.192437592,62.80096239,cat,mao1
献,-9.834183719,67.59105377,to offer,xian4
猴,45.44180829,-75.39504558,monkey,hou2
玄,-5.707851944,17.8971194,black,xuan2
率,-60.57290051,-14.17653438,to lead,shuai4
玉,32.25920385,18.0538656,jade,yu4
王,31.66710076,17.47308496,to rule,wang4
玛,33.84989622,-4.354975037,agate,ma3
玩,38.42627002,0.926667853,variant of 玩[wan2],wan2
玫,15.84053686,-34.93939949,(fine jade),mei2
环,50.778425,-25.36539291,ring,huan2
现,60.81447429,-46.14092463,to appear,xian4
玲,-44.36377084,-35.60938402,(onom.) ting-a-ling (in compounds such as 玎玲 or 玲瓏|玲珑),ling2
玻,18.27505666,-72.27838492,glass,bo1
珊,33.06640956,-75.44424641,coral,shan1
珍,-2.15377453,-39.90438157,variant of 珍[zhen1],zhen1
珠,24.70003208,-24.54490738,bead,zhu1
班,5.529403907,-51.12832197,team,ban1
球,23.670868,-24.51724239,ball,qiu2
理,60.97778787,-33.38280025,texture,li3
琛,50.93509956,-23.00097731,precious stone,chen1
琢,50.94265535,-23.40712879,see 琢磨[zuo2 mo5],zuo2
琳,-9.200841081,-7.065750162,gem,lin2
琴,-6.904465756,26.46411514,"variant of 琴[qin2], guqin or zither",qin2
琼,-52.16370509,-39.10564437,jasper,qiong2
瑞,5.425920194,-57.66302514,lucky,rui4
瑟,48.23811608,32.09333612,"a type of standing harp, smaller than konghou 箜篌, with 5-25 strings",se4
瑰,-51.50762468,-39.04691106,old variant of 瑰[gui1],gui1
璃,-87.05096807,-26.43725255,variant of 璃[li2],li2
瓜,-2.100800484,-7.005817744,melon,gua1
瓦,36.06244801,-17.63140782,roof tile,wa3
瓶,57.48672309,-6.355315303,variant of 瓶[ping2],ping2
瓷,-46.97382256,29.57342851,chinaware,ci2
甘,-19.60249595,23.59476387,sweet,gan1
甚,-87.26183223,-2.13880575,what,shen4
甜,4.430884181,33.92412534,sweet,tian2
生,8.276786991,-13.19766539,to be born,sheng1
用,59.5204618,8.102458484,to use,yong4
甩,45.01030755,-3.854256759,to throw,shuai3
甫,-54.74620922,-27.41842171,(classical) barely,fu3
田,65.92848107,31.05683818,field,tian2
由,-18.25504898,16.4973106,to follow,you2
甲,58.86656378,9.07072497,first of the ten Heavenly Stems 十天干[shi2 tian1 gan1],jia3
申,-30.41433662,11.03034195,to extend,shen1
电,-30.4807212,11.60459349,electric,dian4
男,53.15490723,32.05077504,male,nan2
甸,-23.61631108,-72.12677202,suburbs or outskirts,dian4
画,84.26224012,44.18651776,to draw,hua4
畅,48.28251501,-42.92729566,free,chang4
界,51.0119319,30.07670914,boundary,jie4
畏,44.77161913,16.10654182,to fear,wei4
畔,24.58059681,-19.87016187,edge,pan4
留,-20.19782526,59.52913514,old variant of 留[liu2],liu2
畜,-91.89858201,-10.79414761,to raise (animals),xu4
略,4.125399375,67.45381707,variant of 略[lu:e4],lu:e4
番,-82.20043223,40.30224483,foreign (non-Chinese),fan1
疆,-39.92752758,74.5565061,border,jiang1
疏,6.804224974,85.07310748,to dredge,shu1
疑,52.68715215,39.96043141,to doubt,yi2
疗,-28.81418766,-60.93835477,to treat,liao2
疫,-80.11102119,-8.507626077,epidemic,yi4
疯,-76.57116946,-19.49714948,insane,feng1
疲,-63.26929817,-41.23284639,weary,pi2
疼,-28.40671149,-61.39549931,(it) hurts,teng2
疾,-80.59648612,-7.966995977,sickness,ji2
病,-58.55491774,-30.92390936,illness,bing4
症,-62.9800716,-42.14960097,abdominal tumor,zheng1
痒,-64.83519956,-5.509768867,to itch,yang3
痕,-86.1724927,-2.247008181,scar,hen2
痛,-87.11141067,-32.26782061,ache,tong4
痴,-26.91939568,-63.37777863,variant of 痴[chi1],chi1
瘦,-53.5073488,-52.61645382,thin,shou4
癌,-52.78324785,-53.91427887,cancer,ai2
登,18.24873652,-4.667667476,to scale (a height),deng1
白,-16.65837603,17.28941661,white,bai2
百,63.38559171,1.719055566,hundred,bai3
的,74.76581302,10.65164541,aim,di4
皆,-38.37799433,-39.89670503,all,jie1
皇,-89.02435171,-7.011381647,emperor,huang2
皮,-24.83389908,-6.948148895,leather,pi2
皱,-10.14583944,35.41232023,to wrinkle,zhou4
盆,-6.758700764,-14.5405754,basin,pen2
盈,-4.497176182,-14.937591,full,ying2
益,-7.212871439,-12.79229372,benefit,yi4
盐,-9.497769453,-13.89901743,salt,yan2
监,-10.98907856,-13.42743082,supervisor,jian4
盒,-6.049528533,-15.16420953,small box,he2
盖,-12.49727648,-10.44651735,lid,gai4
盗,-8.081426272,-15.0256326,to steal,dao4
盘,0.21924844,-50.94342833,plate,pan2
盛,-11.83917157,-12.70338178,flourishing,sheng4
盟,-4.156053353,-14.96479726,oath,meng2
目,62.42442393,1.479259666,eye,mu4
盯,25.60278743,49.45879963,to watch attentively,ding1
盲,-91.09926181,-9.400686337,blind,mang2
直,-96.49429605,-5.909908276,straight,zhi2
相,68.39792511,-51.76707549,appearance,xiang4
盼,38.52823722,68.01527042,to hope for,pan4
盾,-68.93066119,31.38203345,shield,dun4
省,-93.40910949,-3.394631492,to inspect,xing3
眉,46.81259036,20.42801965,eyebrow,mei2
看,-68.41792529,56.57359579,to see,kan4
真,-68.00146739,54.99915465,really,zhen1
眠,51.23551358,60.41765758,to sleep,mian2
眨,18.55176273,64.79952082,to blink,zha3
眼,53.40454269,62.87003845,eye,yan3
着,-18.97526365,43.70361268,to wear (clothes),zhuo2
睁,26.03465017,80.95147099,to open (one's eyes),zheng1
睛,-66.28758822,72.91737389,eye,jing1
睡,31.31828827,99.01765236,to sleep,shui4
督,-47.98970466,47.06233209,to supervise and direct,du1
睹,21.05861249,91.36182994,old variant of 睹[du3],du3
瞅,41.09285534,89.32718032,old variant of 瞅[chou3],chou3
瞎,22.27599752,88.14123669,blind,xia1
瞒,45.70733945,84.91616157,to conceal from,man2
瞧,28.61238169,85.48727423,to look at,qiao2
瞪,28.6875581,84.83898311,to open (one's eyes) wide,deng4
瞬,25.68915818,85.24943623,to wink,shun4
矛,38.05800963,6.081213026,spear,mao2
矣,-51.16449399,5.207076735,"classical final particle, similar to modern 了[le5]",yi3
知,69.73148246,17.06859587,to know,zhi1
矩,58.80126209,44.43707722,carpenter's square,ju3
短,58.79127412,44.56456568,short,duan3
矮,19.20087576,-29.38869912,low,ai3
石,57.72418565,32.16107228,rock,shi2
矿,-11.78421009,33.69284954,variant of 礦|矿[kuang4],kuang4
码,33.60251732,-3.976168671,weight,ma3
砍,-10.78605964,32.53101944,to chop,kan3
研,49.10171964,-6.739506201,to grind,yan2
砖,-19.32920167,-46.82531936,brick,zhuan1
砰,81.69262778,-14.41381594,(onom.) bang,peng1
破,-10.97477765,33.91817061,broken,po4
砸,-41.643111,42.60005599,to smash,za2
础,82.56646116,-12.73836913,foundation,chu3
硕,81.11055831,-15.46374186,large,shuo4
硬,79.88877726,-15.47087835,hard,ying4
确,-16.53335277,37.80874184,authenticated,que4
碌,-21.6141751,28.83115772,variant of 碌[liu4],liu4
碍,-67.49509708,63.506921,to hinder,ai4
碎,-20.56499169,28.74637445,to break down,sui4
碑,-0.973029484,79.66697074,a monument,bei1
碗,-43.02388553,41.46615142,bowl,wan3
碟,-21.97186713,28.85178491,dish,die2
碧,-67.18613303,-22.87383038,green jade,bi4
碰,-41.65064432,42.17037307,old variant of 碰[peng4],peng4
磁,-19.78728044,-47.34511721,magnetic,ci2
磕,-40.49177101,41.24401646,variant of 嗑[ke4],ke4
磨,-60.71594559,45.52716942,grindstone,mo4
示,54.57851221,8.140945205,to show,shi4
礼,10.6377961,2.341331294,gift,li3
社,38.86562161,-37.09783302,society,she4
祖,62.85012557,-63.33671318,ancestor,zu3
祝,57.89365779,-48.74310889,to wish,zhu4
神,27.2464089,-25.55201447,deity,shen2
祥,33.03651738,-24.20521178,auspicious,xiang2
票,-30.19017731,55.81879608,ticket,piao4
祭,-59.10773753,16.38164571,to offer sacrifice,ji4
祸,47.53747539,-61.55236234,disaster,huo4
禁,-55.29882936,4.239750498,to prohibit,jin4
禅,41.42029976,-44.86463476,to abdicate,shan4
福,67.2296762,-30.64540869,good fortune,fu2
离,-86.23014927,-31.41629546,to leave,li2
禾,-27.48339428,16.71631104,cereal,he2
秀,-33.86065293,23.23251467,handsome,xiu4
私,9.444720761,21.46219227,personal,si1
秃,-34.01546714,23.74759027,bald,tu1
秋,6.571591429,19.88365138,a swing,qiu1
种,26.45872447,-31.9165562,to plant,zhong4
科,8.9128461,29.47337671,branch of study,ke1
秒,27.02186122,-32.4025205,second (of time),miao3
秘,28.08090364,-36.46133789,secret,mi4
租,62.96612967,-64.75297693,to hire,zu1
秦,-77.89509722,16.19322793,surname Qin,Qin2
秩,24.30864163,-32.5306536,order,zhi4
积,32.22943607,-38.00885881,to amass,ji1
称,27.88853434,-32.75165859,variant of 秤[cheng4],cheng4
移,26.40143403,-35.31429741,to move,yi2
稀,28.41476003,-33.82358295,rare,xi1
程,43.41720831,-37.81974455,rule,cheng2
稍,29.85439197,-34.69883873,see 稍息[shao4 xi1],shao4
税,31.92345903,-37.46452311,taxes,shui4
稚,25.23647309,-30.14408765,variant of 稚[zhi4],zhi4
稣,25.75037528,-17.25788122,archaic variant of 蘇|苏[su1],su1
稳,-46.46869626,-53.4049822,settled,wen3
稻,31.47362077,-34.59031706,paddy,dao4
稼,-31.24476376,-63.16096579,to sow grain,jia4
稿,-45.75909329,-60.44141459,manuscript,gao3
穆,25.55741113,-35.37080354,solemn,mu4
穴,-6.984141032,16.67365396,cave,xue2
究,-78.49369212,-4.662699629,after all,jiu1
穷,-74.36511492,-6.522798569,poor,qiong2
空,-84.01384006,-5.632773133,to empty,kong4
穿,-73.45403206,18.01348715,to wear,chuan1
突,-75.893231,-6.541438679,to dash,tu1
窃,-74.70836633,-8.768610135,to steal,qie4
窑,-91.95838257,-17.87215948,variant of 窯|窑[yao2],yao2
窗,-93.59092517,-19.83816948,variant of 窗[chuang1],chuang1
窜,-60.22317686,55.77325376,to flee,cuan4
窝,-57.31552596,57.44075502,nest,wo1
立,-6.62737226,-0.615977654,to stand,li4
竖,30.39646016,24.04337591,to erect,shu4
站,35.02469462,36.34073521,station,zhan4
竞,-79.43984435,-26.00940445,to compete,jing4
竟,-89.09281088,-10.35579144,unexpectedly,jing4
章,-52.31279379,49.16304059,chapter,zhang1
童,-50.84842066,48.99062876,child,tong2
竭,44.59299585,47.52501541,to exhaust,jie2
端,48.47110121,76.86869557,old variant of 端[duan1],duan1
竹,10.71070594,25.50844616,bamboo,zhu2
笑,-42.95458715,-7.410496139,laugh,xiao4
笔,-63.60429094,-7.533645139,pen,bi3
笛,-36.71535236,10.29629327,flute,di2
符,-82.04122924,-29.65588397,mark,fu2
笨,-68.11999339,14.06183871,stupid,ben4
第,-55.05437686,3.453860136,"(prefix indicating ordinal number, e.g. first, number two etc)",di4
笼,-81.59334422,-32.20716563,to cover,long3
等,-57.38993771,0.912522121,class,deng3
筋,-68.89737665,3.315331228,muscle,jin1
筑,-67.88923902,13.42846496,to build,zhu4
筒,-65.31363388,6.860063169,variant of 筒[tong3],tong3
答,-64.99495932,-21.84310134,reply,da2
策,-56.46678085,1.929865949,variant of 策[ce4],ce4
筷,-51.08658792,-60.9435597,chopstick,kuai4
筹,-61.18419984,-19.58468997,chip (in gambling),chou2
签,-54.61223545,-4.217848924,"inscribed bamboo stick (used in divination, gambling, drawing lots etc)",qian1
简,-65.38525471,6.858595537,simple,jian3
算,-65.26085803,47.82615379,to regard as,suan4
管,-80.6925412,36.73414901,to take care (of),guan3
箭,-67.54765042,6.76484199,arrow,jian4
箱,-52.84886367,-2.2375634,box,xiang1
篇,-72.3344655,-23.44592065,sheet,pian1
篮,-76.94158058,-37.75010197,basket,lan2
篷,-46.07397181,50.9346588,sail,peng2
籍,-86.25684855,29.47037118,book or record,ji2
米,-28.76232143,15.61291988,rice,mi3
类,-16.22926376,4.010719552,kind,lei4
粉,29.97773072,-39.79408688,powder,fen3
粒,21.09903904,-35.08370248,grain,li4
粗,63.07799465,-64.21097328,remote,cu1
粘,75.221145,-52.15426441,to glue,zhan1
粞,79.8199354,-35.80567577,ground rice,xi1
粥,83.40988318,58.88277482,congee,zhou1
粪,-21.18277167,38.38578285,manure,fen4
粮,3.854255932,25.17988814,grain,liang2
粹,8.551707405,-77.24033454,pure,cui4
精,-50.1496496,-65.88772504,essence,jing1
糊,49.34660471,-44.77502496,congee,hu2
糕,25.54192639,-19.35641751,variant of 糕[gao1],gao1
糖,-58.52855721,-54.05157488,old variant of 糖[tang2],tang2
糟,-50.27947976,-66.1737317,dregs,zao1
系,-56.91939081,15.50947583,to connect,xi4
素,-25.85022823,58.39171006,raw silk,su4
索,-58.59943247,48.49140227,to search,suo3
紧,-25.13858429,57.24348484,tight,jin3
紫,-54.41077086,11.5219846,purple,zi3
累,-24.0104083,59.51890385,rope,lei2
繁,-24.8313869,48.97735396,complicated,fan2
纠,-12.796436,-97.39259257,to gather together,jiu1
红,30.85013243,-20.16107829,red,hong2
纤,-18.42056018,-92.31585401,fine,xian1
约,-13.35802681,-97.84316107,to make an appointment,yue1
级,-18.02686058,-103.3738517,level,ji2
纪,-19.58773314,-105.1023772,order,ji4
纯,-16.03086994,-92.76834155,pure,chun2
纱,-18.16819547,-93.02175949,cotton yarn,sha1
纲,-11.36767424,-101.9575242,head rope of a fishing net,gang1
纳,-12.51393118,-99.77373455,to receive,na4
纵,-21.44303808,-102.0653089,warp (the vertical threads in weaving),zong4
纷,-15.32558533,-98.45133416,numerous,fen1
纸,-21.61219343,-101.2853867,paper,zhi3
纹,-20.50374579,-93.53953923,line,wen2
纺,-14.16266002,-98.05439428,to spin (cotton or hemp etc),fang3
纽,-15.87460994,-100.0869641,to turn,niu3
线,-21.01317382,-95.04675269,thread,xian4
练,-24.07606598,-92.22746777,to practice,lian4
组,-16.25955685,-101.5274282,to form,zu3
绅,-16.16933191,-91.60679678,member of gentry,shen1
细,-10.77366778,-103.1939364,thin or slender,xi4
织,-24.00629704,-102.8763327,to weave,zhi1
终,-22.22403762,-95.35692962,end,zhong1
绍,-19.08337919,-105.682298,to continue,shao4
经,-16.24694769,-104.5003141,classics,jing1
绑,-21.77205789,-102.9439064,to tie,bang3
绒,-19.07851528,-101.5937045,velvet,rong2
结,-28.5753588,-95.93456183,knot,jie2
绕,-21.21706562,-85.89706517,"variant of 繞|绕[rao4], to rotate around",rao4
绘,-24.37416827,-95.73694532,to draw,hui4
给,-27.97684312,-96.15653186,to supply,ji3
络,-27.65029511,-95.67914451,net-like object,luo4
绝,-15.53455625,-93.49221003,variant of 絕|绝[jue2],jue2
绞,-21.61920661,-88.17574454,to twist (strands into a thread),jiao3
统,-21.38354554,-87.58862531,to gather,tong3
绣,-23.28202793,-96.92402288,to embroider,xiu4
继,-21.52505427,-99.31960504,to continue,ji4
绩,-25.24589246,-100.7170585,to spin (hemp etc),ji4
绪,-26.40270386,-94.40448977,beginnings,xu4
续,-22.08491236,-88.80267398,to continue,xu4
绰,-19.14842477,-97.15871537,generous,chuo4
绳,-14.64864444,-104.5686645,rope,sheng2
维,-17.1464134,-95.44962933,to preserve,wei2
绵,-18.43330189,-97.55374799,old variant of 綿|绵[mian2],mian2
绸,-11.704328,-102.0866558,(light) silk,chou2
综,-24.20419902,-91.92542419,to sum up,zong1
绿,-14.88842077,-104.7887029,green,lu:4
缅,-9.806112464,-101.1730961,distant,mian3
缆,-20.05251705,-96.83645013,cable,lan3
缓,-24.83198334,-101.2529836,slow,huan3
缕,-18.29419549,-94.74366068,strand,lu:3
编,-24.37355478,-90.38248768,to weave,bian1
缘,-23.71082579,-97.50121333,cause,yuan2
缚,-24.59322166,-98.18683983,to bind,fu4
缝,-21.29035203,-98.7089758,seam,feng4
缠,-20.1114213,-98.06059673,to wind around,chan2
缩,-22.65306332,-94.0781348,to withdraw,suo1
缴,-19.76992327,-101.235489,to hand in,jiao3
缸,-6.367615051,60.07476553,jar,gang1
缺,3.399404355,30.82375993,deficiency,que1
罐,-58.61009942,-64.98939171,variant of 罐[guan4],guan4
网,73.26240519,40.80702761,net,wang3
罕,34.3675185,9.542352714,rare,han3
罗,52.1382415,5.984205689,gauze,luo2
罚,74.46009086,31.46793325,variant of 罰|罚[fa2],fa2
罢,55.05988498,28.61098052,"(final particle, same as 吧)",ba5
罩,-28.80464152,68.60341037,cover,zhao4
罪,50.18341475,24.27146133,"variant of 罪[zui4], crime",zui4
置,-36.78175447,61.27598087,to install,zhi4
署,-80.55485738,52.64446031,office,shu3
羊,-25.95863588,7.206986919,sheep,yang2
美,-93.99810148,19.49911038,beautiful,mei3
羞,-95.17702826,-5.171767133,shy,xiu1
羡,-93.3717315,6.485136112,to envy,xian4
群,3.147788202,8.511200093,group,qun2
羽,66.13258526,38.71148679,feather,yu3
翁,-68.32587255,4.806186311,elderly man,weng1
翔,73.7122733,24.44607409,to soar,xiang2
翘,79.86936474,4.02521595,to stick up,qiao4
翠,32.59269195,9.11668133,bluish-green,cui4
翰,8.715501237,51.74087317,writing brush,han4
翻,79.93527771,4.175537765,variant of 翻[fan1],fan1
翼,-34.52317447,61.46824748,wing,yi4
耀,54.05217408,56.82289981,brilliant,yao4
老,-33.24374495,-18.52602344,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity,lao3
考,-56.21765986,-23.99612868,to check,kao3
者,-56.8570946,-23.17486522,(after a verb or adjective) one who (is) ...,zhe3
而,63.79353454,11.46864706,and,er2
耍,-23.91519945,51.49190004,to play with,shua3
耐,44.11545287,39.51697279,capable of enduring,nai4
耕,2.016838438,52.67340451,to plow,geng1
耗,31.30260964,-31.43665004,to waste,hao4
耳,55.24969681,-1.525345451,ear,er3
耶,56.77692618,14.45005435,final particle indicating enthusiasm etc,ye5
耸,-19.13901586,68.74069113,to excite,song3
耻,18.81752873,53.50083782,shame,chi3
耿,16.71793938,48.3408769,bright,geng3
聊,61.02984262,52.07933558,to chat,liao2
聋,-55.30699858,58.22312188,deaf,long2
职,15.89570526,47.37552306,office,zhi2
联,16.89567756,48.72633221,to ally,lian2
聘,-6.966328082,74.05645266,to engage (a teacher etc),pin4
聚,-26.43748379,48.58544395,to congregate,ju4
聪,-5.873972572,72.21613182,quick at hearing,cong1
肃,-69.21700685,20.93512213,respectful,su4
肆,-24.2361838,29.20617916,four (banker's anti-fraud numeral),si4
肉,73.37146193,10.20167644,meat,rou4
肌,14.81566294,43.17525211,flesh,ji1
肖,-45.22046071,-33.04061946,similar,xiao4
肚,20.69049431,52.13919718,belly,du4
肝,21.08901554,50.00539355,liver,gan1
肠,18.73088505,78.37141824,old variant of 腸|肠[chang2],chang2
股,14.66558631,42.35175514,thigh,gu3
肢,19.95076146,48.27025564,limb,zhi1
肤,21.89007181,58.15545946,skin,fu1
肥,12.77134155,60.6984065,fat,fei2
肩,-66.01572034,62.58291801,shoulder,jian1
肯,-77.01600526,-21.01840787,to agree,ken3
育,-79.17452278,35.04879107,to have children,yu4
肺,11.15851783,63.64521842,lung,fei4
肿,41.76542246,61.52524676,to swell,zhong3
胀,18.458825,58.11379222,dropsical,zhang4
胁,11.23102114,75.75461713,variant of 脅|胁[xie2],xie2
胃,-56.38506275,27.26443939,stomach,wei4
胆,35.44318217,28.68070613,gall bladder,dan3
背,-83.6515522,-24.9580072,the back of a body or object,bei4
胎,8.609668126,66.46604398,fetus,tai1
胖,20.79140595,49.58965466,fat,pang4
胜,20.42698753,52.78542939,victory,sheng4
胞,12.34146221,61.00397029,placenta,bao1
胡,72.49384926,17.98715489,beard,hu2
胧,12.56242757,77.7193234,rising moon,long2
胳,7.377688203,66.99783354,armpit,ge1
胶,5.29298311,73.96836394,to glue,jiao1
胸,17.9469262,76.16682669,chest,xiong1
能,-8.754242717,51.7408483,can,neng2
脂,-3.028114305,68.00204166,fat,zhi1
脆,9.267079956,72.83997305,brittle,cui4
脉,11.80855418,78.31887127,variant of 脈|脉[mai4],mai4
脊,1.038412313,8.261605213,spine,ji3
脏,23.85325885,76.12816088,dirty,zang1
脑,24.13856126,73.09386418,brain,nao3
脖,9.05148422,81.60016944,neck,bo2
脚,18.45197689,77.88228658,variant of 角[jue2],jue2
脱,13.89824893,74.48232678,to shed,tuo1
脸,13.79475891,66.86492757,face,lian3
脾,0.231476005,79.12860098,spleen,pi2
腊,-3.011680877,68.03085628,12th lunar month,la4
腐,-79.86191073,1.214533623,decay,fu3
腔,11.93583989,64.85110852,cavity of body,qiang1
腕,16.41532695,75.55530612,wrist,wan4
腥,12.939099,70.0905119,fishy (smell),xing1
腰,5.987913481,78.72755452,waist,yao1
腹,12.40173257,72.81156066,abdomen,fu4
腻,9.430610625,76.95756335,greasy,ni4
腾,27.86213182,89.62410174,to soar,teng2
腿,7.928690134,78.76099901,hip bone,tui3
膀,2.090703414,77.46580719,old variant of 膀[bang3],bang3
膏,-91.68338907,39.01662817,to moisten,gao4
膛,12.93460227,70.07134138,chest (of body),tang2
膜,8.116844904,75.60459963,membrane,mo2
膝,10.43139709,78.2942872,knee,xi1
膨,9.839945023,77.43454894,swollen,peng2
臂,-43.10682714,49.26128029,arm,bi4
臣,35.64504844,28.20185557,state official or subject in dynastic China,chen2
自,-80.65378369,-45.43159114,self,zi4
臭,-81.63797953,13.65858839,sense of smell,xiu4
至,30.30599466,13.66377104,to arrive,zhi4
致,-1.99629794,37.23645034,to send,zhi4
舅,-18.93050677,86.69421259,maternal uncle,jiu4
舆,-73.26389799,40.47736306,carriage,yu2
舌,64.01922366,-0.111483278,tongue,she2
舍,-39.35498102,-44.25227824,residence,she4
舒,26.88343881,-17.7644153,to stretch,shu1
舞,-59.76352322,41.48864841,to dance,wu3
舟,-20.49678142,22.57234802,boat,zhou1
航,-4.48360711,50.62549111,boat,hang2
般,12.05281282,41.09312056,see 般樂|般乐[pan2 le4],pan2
舰,14.54326896,53.50272571,warship,jian4
舱,12.04229717,52.39087717,cabin,cang1
舵,-5.335829578,50.00975115,helm,duo4
船,11.1686985,41.60407423,boat,chuan2
艇,4.755600557,73.63547341,vessel,ting3
艘,14.58788096,53.47237436,classifier for ships,sou1
良,-51.01004244,-30.42632512,good,liang2
艰,76.96321527,-24.72352766,difficult,jian1
色,-50.06894043,-11.82312105,color,shai3
艳,27.06945567,-39.26115645,variant of 艷|艳[yan4],yan4
艺,-34.09322727,-16.60860155,skill,yi4
艾,-37.09802679,-7.926017172,to mow,yi4
节,-39.0517797,-4.552007865,festival,jie2
芒,16.44800172,-2.087016967,awn (of cereals),mang2
芙,-42.17519432,-7.107205957,"see 芙蓉[fu2 rong2], lotus",fu2
芝,-39.72203979,-6.451639407,Zoysia pungens,zhi1
芦,-77.0648117,7.819596485,rush,lu2
芬,-39.88146265,-9.272439684,perfume,fen1
芯,-29.80434784,-10.64423407,core,xin4
花,-35.84706881,-5.9384275,variant of 花[hua1],hua1
芳,-40.72476875,-5.781217907,fragrant,fang1
芷,-35.18508097,-6.069098865,angelica (type of iris),zhi3
苍,-64.66182295,-7.244636858,dark blue,cang1
苏,-39.79895644,-5.436065196,old variant of 蘇|苏[su1],su1
苗,-78.37778223,-47.369148,sprout,miao2
若,-43.16373541,-2.97966705,to seem,ruo4
苦,-43.23998801,-2.997061823,bitter,ku3
英,-41.9413533,-10.31619808,hero,ying1
苹,-38.03649078,5.206954254,apple,ping2
茂,-73.18881942,1.17148203,luxuriant,mao4
范,-32.90486262,-16.0511031,surname Fan,Fan4
茅,-65.63440789,-12.19126379,reeds,mao2
茫,-32.19711952,-8.308565803,"vast, with no clear boundary",mang2
茶,-57.74390692,13.15950481,tea,cha2
草,-76.50818341,8.636064774,variant of 肏[cao4],cao4
荐,-59.01861838,-21.4997054,to recommend,jian4
荒,-57.88483269,-3.713110258,desolate,huang1
荡,-66.28626504,-11.31837544,to wash,dang4
荣,-65.92134378,-12.75252083,glory,rong2
荫,-68.04495151,-1.360472092,shade,yin4
药,-69.68278817,0.169148262,medicine,yao4
荷,-58.4772508,-20.1136729,to carry on one's shoulder or back,he4
莉,-68.05588641,-0.268880242,jasmine,li4
莎,-61.95499253,-3.112808607,see 莎草[suo1 cao3],suo1
莫,-70.53647517,-21.10991265,do not,mo4
莱,-65.92288892,-13.98054138,"name of weed plant (fat hen, goosefoot, pigweed etc)",lai2
莲,-59.99015038,-20.16029032,lotus,lian2
获,-61.70322138,-2.505431989,to reap,huo4
菊,-66.64612584,0.678001239,chrysanthemum,ju2
菌,-71.03414273,-18.81606621,mushroom,jun4
菜,-53.89392776,3.879333958,dish (type of food),cai4
菩,-66.79853946,-17.94366724,Bodhisattva,pu2
菲,-64.83438771,-5.003086952,poor,fei3
萄,-52.76120897,42.17458407,see 葡萄[pu2 tao5],tao2
萍,-59.48793963,-20.38566612,duckweed,ping2
萝,-82.19342307,-17.01479207,radish,luo2
营,-89.02901295,-9.960987955,camp,ying2
萧,-66.24714825,-14.56893746,miserable,xiao1
萨,-62.31201946,3.475020675,Bodhisattva,Sa4
落,-54.29701547,43.01686389,to fall or drop,luo4
著,-80.42146293,36.42348661,to make known,zhu4
葛,-67.15572005,59.22323772,kudzu (Pueraria lobata),ge2
葡,-45.26956391,52.47132906,see 葡萄[pu2 tao5],pu2
董,-44.41199158,79.46431239,to supervise,dong3
葬,-74.6113419,-16.43773983,to bury (the dead),zang4
葱,-39.08898272,40.11346039,scallion,cong1
蒂,-57.38358591,40.51064689,variant of 蒂[di4],di4
蒋,-48.87299821,1.343308829,surname Jiang,Jiang3
蒙,-55.44858234,53.87345787,to cover,meng2
蒲,-78.54389654,34.4563741,refers to various monocotyledonous flowering plants including Acorus calamus and Typha orientalis,pu2
蒸,-75.02948475,-16.41563048,to evaporate,zheng1
蓄,-49.69911211,49.94256064,to store up,xu4
蓉,-68.08865992,-19.42723899,"see 芙蓉[fu2 rong2], lotus",rong2
蓝,-76.95213751,-37.76212413,blue,lan2
蓬,-46.20720378,50.91859021,fleabane (family Asteraceae),peng2
蔑,-83.46272506,-18.63933977,defiled with blood,mie4
蔡,-58.1458771,50.31151284,surname Cai,Cai4
蔬,-60.55160235,-1.44806617,vegetables,shu1
蔽,-60.09831899,-1.257952334,to cover,bi4
蕴,-71.50545934,-22.03286691,to accumulate,yun4
薄,-44.30411986,75.08459952,see 薄荷[bo4 he5],bo4
薛,-61.47184868,3.924178746,wormwood like grass (classical),xue1
薪,-53.45787798,42.67373076,fuel,xin1
藉,-86.25695919,29.46186377,sleeping mat,jie4
藏,-55.3170853,44.35010021,storehouse,zang4
藤,-55.37589788,53.92253871,rattan,teng2
虎,-10.43159384,51.47452973,tiger,hu3
虑,-35.43831161,29.9162834,to think over,lu:4
虚,1.138847445,-17.94309363,emptiness,xu1
虫,-17.71484263,16.53788112,"lower form of animal life, including insects, insect larvae, worms and similar creatures",chong2
虹,39.68805975,-30.36246594,rainbow,hong2
虽,-37.84956798,57.09319726,although,sui1
虾,40.12701883,-29.90567022,shrimp,xia1
蚀,17.9516063,-27.15076971,to nibble away at sth,shi2
蛇,32.41982343,51.51867851,snake,she2
