character,x,y
倘, 1.31980808264, 5.55202561251
候, 0.752910928697, 6.2651371335
倚, 0.701765753375, 7.68062209596
借, 68.6223889747, -2.28241206203
倡, 2.83741868833, 7.68767324436
倦, 3.03527491477, 7.18489000691
倪, 1.90720757822, 5.61895329379
债, 0.805983489489, 6.76653019402
值, 1.24439240479, 8.280410576
倾, 1.39854390623, 5.92089207111
假, 1.22162569992, 5.90493474447
偏, 2.50396918755, 5.96749634243
做, 1.28113293019, 6.68632492072
停, 5.77053100396, 7.80802617903
健, 1.27937253093, 6.17032922162
偶, 1.1148658377, 6.30694092233
偷, 1.72119340012, 5.72119814388
偿, 1.72173673807, 6.30400085878
傅, 1.57434233271, 7.22706210778
傍, 2.49182064575, 7.66537131182
储, 0.769159932495, 6.31516463121
催, 1.79172808116, 8.24559836327
傲, 1.52708125226, 6.67582379592
傻, 2.68325837099, 6.08999029267
像, 1.51252675367, 6.97575493062
僚, 1.70640038711, 7.12059917754
僧, 1.76186012579, 6.72829342113
僵, 1.34956556677, 7.05999321215
僻, 1.74461275933, 5.79405510101
儒, 1.31601395815, 6.18077846953
儿, 0.674890727713, 7.1044588196
兀, 0.743243437039, 7.06249451752
允, 1.47682475876, 5.90801849805
元, 1.04288216878, 6.95075891494
兄, 0.654185957012, 7.36689066483
充, 1.68964992378, 5.08318504001
兆, 1.45196226411, 7.88782431307
先, 1.84768613529, 6.68789519169
光, 2.63407613552, 6.03710650664
克, 3.5773634103, 4.64198099437
免, 1.98259506479, 5.47288590326
兑, 2.43327822809, 9.94985666616
兔, 1.46203378832, 5.64680667772
党, 2.85672702957, 6.90079483039
兜, 0.733135699082, 6.70000605121
入, 1.5781967824, 6.27767457494
全, 1.97395797258, 5.4782243188
八, 2.22533693614, 5.94444068028
公, 0.970518183465, 5.3150343368
六, 1.54309824157, 5.62135827622
兰, -0.543524754583, 6.21780214671
共, 3.03035884158, 5.86097472374
关, 1.31438221544, 5.73390217633
兴, 2.44209371723, 6.23378432045
兵, 2.63483561208, 7.89596394418
其, 2.89882687097, 6.89191970948
具, 1.10859935185, 6.69566259612
典, 0.52375269123, 7.10350067306
兹, 1.33326975193, 7.0342862731
养, 1.51953947223, 7.2347294368
兼, -0.60899400527, 7.02042689253
兽, 1.61125284843, 6.58675362563
内, 1.02118945337, 5.67539430463
冈, 0.544326993474, 6.83059835054
册, 1.05118114333, 7.52031651528
再, 1.41648466661, 6.86687423651
冒, 1.71458517804, 6.58631793043
写, 1.81416251752, 8.50768605435
军, 1.25653363149, 6.04366053398
农, 2.16111953909, 6.53937123041
冠, 2.66585344102, 7.02726112695
冤, 1.50266330334, 6.70904167675
冬, 1.67657963024, 6.10149111757
冯, 0.383867506918, 7.64020161897
冰, 1.46461117454, 7.50426538798
冲, 0.770590658515, 6.98065861066
决, 0.505318607282, 7.45915424592
况, 1.08231246556, 5.79085036181
冶, 1.17421575883, 6.50108219502
冷, 1.89084764616, 7.58910260982
冻, 1.07236957235, 7.63614430635
净, 34.3361042192, 512.800834508
凄, 12.2682364741, -4.41034120996
准, -4.64547891068, 9.11481331409
凉, 1.69929177445, 8.47218958133
凌, 1.29056948741, 6.50240557422
减, 2.51259011782, 6.45175430292
凑, 0.296045097154, 6.31611692478
凛, 0.564909497665, 6.87585880669
凝, 2.01151992869, 7.25443375429
几, 208.977798054, 54.6744161209
凡, 2.73588478117, 6.31693583571
凤, 4692.32366912, 4932.81617852
凭, 0.724101916725, 7.77500142324
凯, 1.0476469951, 7.33523347467
凳, 1.69111798422, 6.79004779063
凶, 1.17693983682, 6.65217202409
出, -6.27994480132, 7.92670086465
击, 1.75797993777, 6.43730177248
函, 1.57333505462, 6.41056815312
刀, -0.874197288461, 12.1006815221
刃, 0.860751758155, 7.55508891114
分, 5.74818357975, -28.389346989
切, 0.0369018114312, 3.57745093627
刊, 0.563322955558, 6.83003683871
刑, 2.79335539737, 7.21972504506
划, 2.70214600992, 6.41212476285
列, 1.23735303034, 7.3350389105
刘, 1.75371232073, 7.04584174186
则, 1.67886681749, 5.63661114071
刚, 2.32496669561, 6.17603047739
创, 2.28308164988, 6.24721730241
初, 1.66547309576, 7.51128710624
判, 3.16751195438, 0.431906324244
利, 0.721070390195, 6.99316832826
别, 2.24488737235, 5.88750557088
刮, 1.67644746539, 5.74305903874
到, 2.21772259647, 6.11547083582
制, 1.95018104538, 5.85480697478
刷, 2.36139905863, 6.06553523782
券, 1.36116532237, 6.74246114545
刹, 2.15875041611, 5.93179223136
刺, 2.84154966706, 5.79290152864
刻, 2.646487307, 6.3849843168
剂, 6.30525341097, 6.47603400576
削, 1.84823843094, 5.84968421856
前, -2.38117136124, 17.118689445
剑, 2.32769510187, 6.05553018065
剖, 2.27642007842, 5.99100166445
剥, 3.51191246003, 5.80316652765
剧, -7034.39278738, -7381.96976404
剩, 2.60598125264, 5.85223170888
剪, 1.07173096978, 7.45012134549
副, 2.19208844829, 5.83281752984
割, 1.86472242615, 6.03212323553
劈, 1.96440648438, 7.06845465121
力, 0.833030886762, 7.69707658443
劝, 0.0637932864772, 8.53613217847
办, 3.57868473927, 8.29541177092
功, 0.960339732378, 8.18990136563
加, 0.581759671642, 8.07284422062
务, -89.2262748581, -11.5973627159
劣, 3.97236808177, -2.64112716178
动, 1.23152535152, 7.67592033886
助, 1.34268368996, 7.31665953557
努, 1.0793200431, 7.64853784186
劫, 2.62317179899, 7.41642956824
励, 2.33285109782, 6.9091735933
劲, 0.657258285676, 8.58312524333
劳, 1.56936585857, 7.69011270973
势, 1.11183513242, 8.01970694877
勃, 2.17674711223, 6.15402758351
勇, 1.64007847304, 7.13965146626
勉, 0.994096233073, 6.63732188167
勒, 0.868877061081, 7.33062066959
募, 1.75518883248, 4.96968030521
勤, 2.77956404758, 6.20456170088
勾, 1.36359897227, 7.49299558297
勿, 0.776041920141, 8.27715499421
匀, 2.06429367098, 7.35203498036
包, -0.247441385462, -3.64047245395
匆, 8.59842198239, 6.04845470265
化, 2.64417134772, 2.39848764974
北, 0.70402194823, 6.89498244283
匙, -6.59419773436, 7.74747988275
匠, 0.65590657656, 6.69867317271
匪, 1.00603957134, 7.3856141649
匹, 0.627398653701, 7.71444655349
区, 1.30072909928, 6.21965796199
医, 1.03408766156, 6.05689544346
十, 1.99160822443, 5.83338061032
千, 1.91583897535, 6.51348744113
升, 1.68075691335, 6.33993818223
午, 1.79616387096, 5.86869465398
半, 1.95770960494, 5.95212976977
华, 2.80322656205, 6.2813073746
协, 2.97149992135, 7.49667180255
卑, -198.606152329, -248.992470487
卓, 0.431603851278, 6.83867158252
单, 2.14163909636, 5.35151324528
卖, 2.04120994048, 5.9818784656
南, 0.710101184684, 6.0832406163
博, 0.856195649892, 7.6746384681
卜, 2.03972491356, 7.93490134484
占, 1.37141849377, 7.29850661743
卡, 2.60540720731, 7.35401854928
卢, 1.39639813685, 5.75866013508
卧, 0.671664782226, 7.05923868023
卫, 1.44979139296, 8.43569144678
印, 1.85466889411, 1.45098047939
危, 0.38446205164, 7.43343142262
即, -5.94708526079, 37.4373324892
却, 0.930302544784, 7.48771807362
卵, 2.62904190394, 7.21777074663
卷, 1.89065724504, 7.30125108384
卸, 0.678163109823, 6.83717804891
卿, 2.91528186158, 7.13435746433
厂, 3.66904469353, 5.59528817367
厅, 1.14257470768, 6.99220688701
历, 1.3979290178, 7.28659349508
厉, 1.38639809162, 7.2259440459
压, 2.22575784745, 6.84858548843
厌, 1.61890262888, 6.92730260198
厕, 2.67512173863, 6.2751846156
厚, 1.12268703375, 6.23144566422
原, 1.15580342898, 6.38208011337
厢, 1.13850795236, 6.37352778494
厦, 0.778457249298, 6.62018930202
厨, 1.07087884971, 5.55772270682
去, 2.16551804234, 6.74052129323
县, 2.10635090813, 7.42427157307
参, 1.91725799884, 7.54134687313
又, 2.05959598748, 6.72616639144
叉, 2.27597731107, 6.51339403275
及, 1.93373424576, 6.36515443449
友, 2.15681121398, 6.56691987738
双, 1.57409038351, 7.59733354136
反, 1.97745743808, 8.21814780022
发, 1.4306611222, 6.68283204356
叔, 0.62011190073, 6.81606952381
取, 1.23587492095, 7.45489637645
受, 2.68451505987, 7.17332190639
变, 1.83282562476, 6.80051115966
叙, 0.562740005867, 6.92897275128
叛, 2.06601505832, 7.62702449951
叠, 1.48824121645, 6.89448341689
口, 0.60831439143, 6.93415619534
古, 2.13826726979, 6.68351552258
句, 1.20896297354, 8.12570878871
另, 0.709556643798, 8.12574560297
叨, 0.793955187136, 6.51249907336
只, 0.703478418506, 6.01276731675
叫, 1.29028802557, 5.9199587667
召, 1.49086797836, 6.39403991823
叭, 0.970266259627, 6.33260002736
叮, 1.68685685861, 5.67265178424
可, 1.93117604243, 6.84797185975
台, 1.1978349117, 6.52148189145
史, 1.75289900576, 6.97287956253
右, 0.790408078208, 6.55550503448
叶, 0.713988548422, 7.09709903234
号, 1.97535908059, 6.66549289113
司, 0.719877701842, 7.37476301833
叹, 1.17016203696, 6.10366787623
吁, 1.72881959378, 5.67525582705
吃, 1.45549952472, 5.91398378592
各, 3.22681589492, 6.8036579656
合, 3.16221349751, 6.77508845037
吉, 1.68564705347, 6.42105552703
吊, 1.26551037066, 5.74512671149
同, 0.627420106433, 6.69949981806
名, 1.20848453933, 6.6325279548
后, 0.826237970592, 6.33677137055
吐, 1.18053832175, 5.76729110512
向, 0.648105130692, 6.92061097198
吓, 0.679108222566, 7.00647046005
吕, 1.64961850476, 6.7977437649
吗, 1.56849722417, 7.86644278021
君, 0.689644519317, 7.39925681137
吞, 2.22372707752, 6.48275283514
吟, 1.82746018918, 7.16982902208
否, 1.5513453937, 6.28240446593
吧, 0.749703044599, 7.03823211378
吨, 0.758470059113, 7.10159496004
吩, 0.772374055407, 6.53291287783
含, 1.2442968109, 6.63401839203
听, 2.31577289335, 6.83837250053
启, 1.67778990569, 7.3389395803
吴, 1.98060817552, 6.52945650046
吵, 0.68609009782, 7.07429372798
吸, 0.609759049566, 6.78071290517
吹, 0.665728056977, 6.80467618687
吻, 2.28854984033, 6.44231218863
吼, 2.70908579144, 6.31841810607
吾, 1.79980394787, 6.46408462357
呀, 1.09217503899, 6.28979161923
呆, 1.43948304597, 5.58115835807
呈, 0.352870505098, 7.63668051931
告, 1.7865561936, 6.35747763308
员, 1.57897594324, 7.12752275716
呜, 1.13414980903, 6.77854628562
呢, 1.17881516951, 7.04731747488
周, 1.27968689708, 5.99874308078
味, 0.730547906775, 6.93615232571
呵, 0.913373807891, 7.43116095002
呼, 0.696631418473, 7.09369546738
命, 0.932743135335, 6.48873725017
咋, 0.797299401148, 6.937389205
和, 0.973257706569, 7.10513606334
咐, 1.44053944547, 7.79552740924
咕, 0.818082072151, 6.92275724126
咖, 2.95685828353, 7.13066619733
咨, 2.04309696575, 6.41273659695
咬, 1.58388813643, 6.08193839796
咱, 1.20914525794, 7.05138569734
咳, 1.28019243363, 6.94772166391
咽, 2.36534004487, 7.23150023382
哀, 2.51074386117, 7.48988159684
品, 1.78950827797, 7.87419050075
哄, 2.14585537011, 5.94422439348
哇, 0.796123058812, 7.11207907805
哈, 1.26475236223, 7.08327022302
响, 2.61189132917, 7.13474141603
哎, 1.78774129052, 5.77540066603
哑, 2.86061054319, 6.43484479404
哗, 1.64914189604, 7.9618733699
哟, 2.74248238734, 7.11342072932
哥, 0.634457901395, 7.39425041232
哦, 2.64901233129, 6.53064846014
哨, 0.827512310128, 7.06240947232
哩, 1.03937891266, 7.36107713887
哪, 2.9658936605, 7.14211787589
哭, 2.5448269557, 5.94111295686
哲, 2.10247681083, 6.36111302025
哼, 0.924611869552, 6.86421401939
唇, 1.53227112889, 6.37468986845
唉, 0.871170124738, 6.88187454217
唐, 1.24853965702, 6.45085723067
唤, 1.4909961758, 7.79740850045
售, 2.81049906287, 6.67472683987
唯, 2.36867640696, 7.23560820517
唱, 2.46905709932, 7.05436996441
商, 0.484975150588, 6.96235153534
啊, 2.24123998213, 7.87896092203
啡, 2.65979650018, 6.26377820135
啤, 0.777604617027, 6.64353622879
啥, 1.22350718287, 7.09655723137
啦, 1.31848774803, 7.73819883005
啪, 1.6243990805, 7.53347110306
啸, 1.62731834359, 8.17620624818
喀, 2.33844930786, 7.27592027675
喂, 1.93799979269, 8.02568130539
喃, 2.58959424453, 6.97608305559
善, 1.67472436997, 6.36779033967
喇, 2.62045994694, 6.29233761709
喉, 2.35072892597, 8.02519291936
喊, 2.632304237, 7.64578223103
喘, 2.96356536666, 6.97988756851
喜, 1.68604373732, 7.26910393196
喝, 2.49315074875, 7.08123856954
喧, 1.72293855127, 7.9476427337
喷, -11.9964682335, 17.5513028325
喻, 2.90010851475, 7.35154993136
嗓, 7.18461852805, 4.88832189011
嗤, 1.59285095349, 7.78884667836
嗦, 1.68048904351, 8.00242659896
嗯, 1.55426677843, 7.67027864091
嘉, 1.7735340345, 6.62880336995
嘛, 2.704000085, 6.87319272829
嘱, 2.18385604079, 7.01284044979
嘲, 2.90599767791, 6.57597297156
嘴, 2.02722867928, 7.67866643593
嘻, 1.68597927875, 7.33801366072
嘿, 1.9189875516, 7.99108574576
器, 0.609978146073, 6.99723094063
噪, 2.74110067828, 7.30881590858
嚷, 2.94628371896, 6.8957142984
嚼, 0.864518087953, 8.04785323718
囊, 1.44271443627, 6.79680284705
囚, 0.876958085257, 6.49819895098
四, 0.624969668309, 6.97370063611
回, -0.788428727185, 6.91445060471
因, -20.9684547568, -4.94662043814
团, 0.747228565393, 7.20024602713
园, 2.42184420718, 5.52022767382
困, 1.54575221573, 6.10690174777
围, 1.55905477003, 6.15466280901
固, 1.59894449853, 6.18735636085
国, 1.56349533612, 6.34876363788
图, 1.1639003957, 6.66618717356
圆, 1.58317418421, 6.15344045827
圈, 1.24476725529, 6.22331945081
土, 1.54852496735, 5.46683293116
圣, 0.349640054031, 7.63667832988
在, 0.592424559887, 8.27573306564
地, 1.24702265497, 8.01341105
圳, 1.75016635704, 7.66020991402
场, 2.76012611781, 6.90621515232
圾, 1.40418735463, 7.80980620852
址, 2.8541824071, 6.60995314637
均, 2.49000170171, 7.31741877335
坊, 2.47298811215, 7.62206416159
坎, 1.78956161696, 8.13230045067
坏, -24.1303817037, 18.5718965383
坐, 2.07316233281, 5.92422624714
坑, 2.74047643839, 6.42770512651
块, 2.48586333267, 7.47517261955
坚, 1.41127748542, 5.82434157953
坛, 2.41286372407, 7.83941828206
坝, 1.47413659391, 8.17255405034
坟, 2.96721652659, 6.66636243699
坠, -81.5283026322, 9.70058969626
坡, 1.53228159179, 8.45030990422
坦, 2.03743741054, 8.02905297042
坪, 1.3816894354, 7.80640874811
垂, 55.9333418766, -2.74702914095
垄, 2.09356923331, 6.26123584879
型, 2.84043389516, 7.02790209519
垒, 0.825396677315, 7.30061654293
垮, 2.50946053051, 7.6348798289
埃, 63.8159705402, -0.603634897595
埋, 1.15842306999, 7.77034393818
城, 1.86103746133, 5.70511596383
域, 1.99119157834, 5.75971787794
培, 2.29212248054, 7.44248706343
基, 1.87507803834, 7.44775122404
堂, 2.3982935508, 6.33656151851
堆, 2.8447417004, 7.00036873874
堕, 1.58497994364, 5.51619360203
堡, 1.83335246659, 7.9943956213
堤, 2.06308348413, 7.08724918805
堪, 0.694614577938, 7.92841305263
堵, 2.27451928218, 7.55033092303
塌, 2.58586275995, 7.07794955562
塑, -5.24941382277, 3.6451530306
塔, 3.07489544623, 6.95180443077
塘, 1.13551244123, 6.83409353002
塞, -34.8637254646, 12.0702599652
填, 0.923214873431, 7.7066725821
境, 2.19440728286, 6.61034824673
墓, 2.95219625258, 9.60051869247
墙, 2.42555776431, 7.35847548545
增, 1.73797249641, 6.73777584857
墨, 0.516775467187, 6.35773417638
壁, 2.99096690454, 7.32456001445
壤, 1.44291787028, 6.02476681969
士, 3.39191218746, 0.241374742377
壮, 0.555281936387, 6.98818549621
声, 0.639654912309, 6.05073065907
壳, 0.83629287603, 6.79426374096
壶, 0.500389820332, 10.5506623118
处, 2.7367718373, 7.46892815832
备, 2.19257161324, 6.46413433914
复, 1.80369103447, 7.37206399801
夏, 6.67806072863, 7.29845437118
夕, 3.17795947872, 6.65547638237
外, 1.11898679127, 7.65191403075
多, 1.73784876477, 6.87095498654
夜, 4.27790927415, 6.47560799219
够, 2.13933576718, 6.87143755512
大, 1.73048375356, 6.04780223129
天, 1.62484957055, 6.17961265946
太, 1.76620658271, 6.0805992764
夫, 1.96044849288, 6.71383065481
央, 2.092802801, 7.16265472238
失, 2.43114423087, 5.84826275171
头, -12.0317888043, 7.66954185579
夷, 3.01813338276, 6.29328975487
夸, 1.42834749576, 7.14639698137
夹, 1.94386509245, 5.81791854402
夺, 2.47688272913, 6.73585389875
奇, 1.83387829513, 6.5310311642
奈, 1.51340158639, 6.21442949203
奉, 1.46799479801, 6.51997924999
奋, 3.12290942109, 6.84241795223
奎, 11.5528491943, 4.70272519157
奏, 1.41975318745, 6.57267750677
契, 0.560552290247, 6.64793277495
奔, 2.07443148656, 6.0040353607
奖, 0.912811207658, 5.83700416257
套, 2.23868811296, 6.30915050389
奠, 0.680569638662, 6.77072331021
奥, 1.62817358741, 7.04171298794
女, 1.38349464266, 6.66876894232
奴, 0.998380199865, 6.38036430433
奶, 1.63894882116, 5.98575731639
奸, 1.84245098826, 5.70254519931
她, 1.79002769615, 5.75347193782
好, 1.7113733587, 5.53669265783
如, 2.52270945064, 6.61692984955
妄, 2.11122020593, 8.14052185662
妆, 6.89724992003, -20.191459594
妇, 1.88701547949, 6.01498196504
妈, 0.850663558397, 6.22492071526
妓, 1.0542078461, 8.54219046749
妖, 0.779896353804, 6.1957479537
妙, 1.90807002376, 5.77433675979
妥, 2.02685674006, 7.21499998976
妨, 0.917579583581, 6.33890275098
妮, 1.14739329842, 7.02950798659
妹, 0.849314074819, 6.95464728268
妻, 1.74360786071, 7.48360922224
姆, 0.726433281021, 7.11428125088
姊, 0.639639081438, 6.55890234839
始, 1.49734083423, 6.12429098293
姐, 0.820091805886, 6.06599322867
姑, 1.54117937213, 5.90189960964
姓, 1.72129019354, 5.75802397611
委, 1.37003243038, 6.50667080462
姚, 2.27145410203, 5.89632009089
姜, 2.35349345019, 6.9941563396
姥, 1.36519919939, 6.1468045441
姨, 0.444761725557, 6.91176170037
姬, -5.96895332818, 15.2599619369
姻, 1.19496941075, 7.02293674417
姿, 1.61768338903, 7.07528721057
威, 1.87218196392, 5.67445385346
娃, 1.06646752094, 6.30823903731
娇, 1.60631024641, 6.06973419944
娘, 0.91204628272, 6.02277159311
娜, 2.32946557363, 6.82467429102
娱, 0.77267945678, 6.39118683859
娶, 1.14442451351, 6.78378898161
婆, 1.71622972151, 7.23795320704
婉, 1.73112058675, 6.88865394372
婚, 0.921657566481, 7.14359088488
婴, 2.85390341587, 7.73056163793
婿, 1.19285324752, 7.28180068048
媒, 0.545146473308, 6.65465922262
媚, 1.24355303356, 6.28648369775
媳, 1.23559220697, 6.26017841431
嫁, 0.716079514805, 6.41478096468
嫂, 0.507419740056, 7.06501252593
嫌, 2.19642693913, 5.90349299793
嫣, 1.58746229758, 5.82665266508
嫩, 2.03251346257, 5.4526848546
子, 1.87385728204, 6.55886790244
孔, 0.514120204918, 7.18612919369
孕, 1.89496066791, 6.3116144306
字, 1.92610037922, 6.24849146843
存, 1.0533584264, 7.83816998155
孙, 1.1482155211, 7.63272900115
孝, 2.15372549414, 6.51539998719
孟, 0.490953230185, 6.38351539534
季, 1.33565261429, 6.45011440167
孤, 1.25654435502, 7.8129309659
学, 2.11079166735, 6.16525791286
孩, 1.26497682742, 8.59776526324
宁, 1.93736562715, 6.5945615706
它, 2.19385087937, 7.48280930176
宅, 1.09110484225, 7.74792289798
宇, 1.93170414611, 6.27420041648
守, 1.92930553095, 6.61436431208
安, 1.85981141532, 6.64156231001
宋, 1.83810665604, 6.19685701989
完, 2.47941533302, 6.68953960593
宏, 1.9290216686, 6.0414480249
宗, 2.08475336894, 5.56177509671
官, 2.40146309988, 7.3129264859
宙, 1.6475016268, 6.31609590298
定, 1.90737807669, 6.26218049923
宛, 1.96132390334, 6.29130153691
宜, 2.79497093667, 6.98785274643
宝, 1.90922291585, 6.27398702035
实, 2.09673937189, 6.59104981037
宠, 1.83716630854, 6.02290529291
审, 1.38931841107, 6.42945811518
客, 2.16961038576, 6.41107203196
宣, 2.03278150988, 6.669541958
室, 2.35519426938, 6.70245662542
宪, 1.50954965433, 7.12738075703
宫, 1.71003041498, 6.40575896381
宰, 1.37280570073, 6.05084722224
害, 1.72107671356, 6.22183242369
宴, 2.02508018883, 7.48620699942
宵, 2.0228866724, 6.57224908892
家, 1.68455183888, 5.56360084207
容, 2.09983123627, 6.44432172411
宽, 0.724983480796, 7.77277496081
宾, 1.7779334139, 6.70552405741
宿, 0.824299935227, 8.0554374727
寂, 1.18749439482, 7.43272902643
寄, 1.89664372928, 7.35977953361
密, 1.33704696747, 6.02595749478
富, 1.70402367395, 7.25367774801
寒, 1.05293672211, 6.99180019158
寓, 2.54013025543, 6.33933371454
寞, 1.75205229496, 7.3993130335
察, 2.12434914979, 6.93570800675
寡, 2.602021547, 7.9046823825
寥, 2.18717007668, 7.1377959516
